Instance ID,Vertices,Author,Source Image Filename,Timestamp,Class,Validated,Text,Logo,Defect,Orientation,Notes
0,"[[[152, 1117], [152, 1212], [214, 1212], [214, 1117]]]",mert.canatan,56.png,2020-08-09 04:28:54,Board,False,P12?,,True,90,Text: Unsure P12
1,"[[[356, 1799], [356, 1829], [412, 1829], [412, 1799]]]",mert.canatan,56.png,2020-08-09 04:29:39,Board,False,1,,False,90,
2,"[[[266, 1796], [266, 1835], [333, 1835], [333, 1796]]]",mert.canatan,56.png,2020-08-09 04:29:50,Board,False,2,,False,90,
3,"[[[343, 482], [343, 541], [410, 541], [410, 482]]]",mert.canatan,56.png,2020-08-09 04:30:38,Board,False,19,,False,90,
4,"[[[261, 473], [261, 546], [322, 546], [322, 473]]]",mert.canatan,56.png,2020-08-09 04:30:47,Board,False,20,,False,90,
5,"[[[511, 222], [511, 290], [642, 290], [642, 222]]]",mert.canatan,56.png,2020-08-09 04:31:08,Board,False,R591,,False,180,
6,"[[[559, 317], [559, 345], [597, 345], [597, 317]]]",mert.canatan,56.png,2020-08-09 04:31:33,Device,False,000,,False,180,Orientation: Unsure
7,"[[[560, 406], [560, 431], [597, 431], [597, 406]]]",mert.canatan,56.png,2020-08-09 04:32:01,Device,False,000,,False,180,Orientation: Unsure
8,"[[[494, 463], [494, 521], [643, 521], [643, 463]]]",mert.canatan,56.png,2020-08-09 04:32:30,Board,False,R590?,,True,180,Text: Unsure R590
9,"[[[536, 555], [536, 607], [646, 607], [646, 555]]]",mert.canatan,56.png,2020-08-09 04:32:53,Board,False,L??1,,True,180,Text: Unsure L301
10,"[[[670, 668], [670, 791], [727, 791], [727, 668]]]",mert.canatan,56.png,2020-08-09 04:34:07,Board,False,L??2,,True,90,Text: Unsure L302
11,"[[[669, 811], [669, 934], [731, 934], [731, 811]]]",mert.canatan,56.png,2020-08-09 04:34:54,Board,False,?30?,,True,90,Text: Unsure L303
12,"[[[544, 964], [544, 1016], [674, 1016], [674, 964]]]",mert.canatan,56.png,2020-08-09 04:35:22,Board,False,L304?,,True,180,Text: Unsure L304
13,"[[[473, 1066], [473, 1293], [532, 1293], [532, 1066]]]",mert.canatan,56.png,2020-08-09 04:35:45,Board,False,M???6?,,True,90,Text: Unsure M62366
14,"[[[533, 1141], [533, 1290], [592, 1290], [592, 1141]]]",mert.canatan,56.png,2020-08-09 04:36:36,Board,False,U202,,False,90,
