Instance ID,Vertices,Author,Source Image Filename,Timestamp,Class,Validated,Text,Logo,Defect,Orientation,Notes
0,"[[[438, 249], [438, 329], [474, 329], [474, 249]]]",mert.canatan,51.png,2020-08-08 21:52:32,Board,False,C14,,False,90,
1,"[[[390, 341], [390, 511], [441, 511], [441, 341]]]",mert.canatan,51.png,2020-08-08 21:53:31,Board,False,Reset,,False,90,
2,"[[[298, 639], [298, 681], [355, 681], [355, 639]]]",mert.canatan,51.png,2020-08-08 21:54:48,Board,False,S2,,False,180,
3,"[[[288, 1090], [288, 1131], [394, 1131], [394, 1090]]]",mert.canatan,51.png,2020-08-08 21:55:56,Board,False,J100,,False,180,
4,"[[[663, 336], [663, 378], [770, 378], [770, 336]]]",mert.canatan,51.png,2020-08-08 21:57:23,Board,False,R115,,False,180,
5,"[[[582, 372], [582, 478], [622, 478], [622, 372]]]",mert.canatan,51.png,2020-08-08 21:57:53,Board,False,R116,,False,90,
6,"[[[740, 394], [740, 445], [851, 445], [851, 394]]]",mert.canatan,51.png,2020-08-08 21:58:25,Board,False,?100,,True,180,Text: Unsure U100
7,"[[[601, 480], [601, 515], [709, 515], [709, 480]]]",mert.canatan,51.png,2020-08-08 22:00:15,Board,False,C116,,False,180,
8,"[[[432, 520], [432, 560], [534, 560], [534, 520]]]",mert.canatan,51.png,2020-08-08 22:00:43,Board,False,C115,,False,180,
9,"[[[433, 573], [433, 611], [534, 611], [534, 573]]]",mert.canatan,51.png,2020-08-08 22:01:04,Board,False,C110,,False,180,
10,"[[[475, 621], [475, 661], [582, 661], [582, 621]]]",mert.canatan,51.png,2020-08-08 22:01:32,Board,False,C?08,,True,180,Text: Unsure C108
11,"[[[552, 718], [552, 770], [604, 770], [604, 718]]]",mert.canatan,51.png,2020-08-08 22:05:17,Device,False,400.K,,False,315,Orientation: Unsure
12,"[[[496, 774], [496, 871], [589, 871], [589, 774]]]",mert.canatan,51.png,2020-08-08 22:08:12,Board,False,Y100,,False,135,Orientation: Not sure
13,"[[[422, 884], [422, 924], [528, 924], [528, 884]]]",mert.canatan,51.png,2020-08-08 22:09:03,Board,False,R126,,False,180,
14,"[[[438, 942], [438, 984], [539, 984], [539, 942]]]",mert.canatan,51.png,2020-08-08 22:09:27,Board,False,C118,,False,180,
15,"[[[438, 995], [438, 1034], [539, 1034], [539, 995]]]",mert.canatan,51.png,2020-08-08 22:09:47,Board,False,C119,,False,180,
