Instance ID,Vertices,Author,Source Image Filename,Timestamp,Class,Validated,Text,Logo,Defect,Orientation,Notes
0,"[[[1664, 1082], [1664, 1246], [1980, 1246], [1980, 1082]]]",Rajat,53.png,2020-08-12 05:59:58,Device,True,,Maxim Integrated Circuit,False,180,
1,"[[[1612, 1190], [1612, 1252], [1664, 1252], [1664, 1190]]]",Rajat,53.png,2020-08-12 06:00:02,Device,False,\textregistered,,False,0,
2,"[[[1581, 1010], [1581, 1078], [2006, 1078], [2006, 1010]]]",Rajat,53.png,2020-08-12 06:00:08,Device,False,89i6736-TLA1,,False,180,
3,"[[[1636, 946], [1636, 1010], [1946, 1010], [1946, 946]]]",Rajat,53.png,2020-08-12 06:00:14,Device,False,FS66981.1,,False,180,
4,"[[[1746, 814], [1746, 880], [1834, 880], [1834, 814]]]",Rajat,53.png,2020-08-12 06:00:28,Device,False,SG,,False,180,
5,"[[[2921, 1318], [2921, 1382], [3045, 1382], [3045, 1318]]]",Rajat,53.png,2020-08-12 06:00:35,Device,False,3-2,,False,180,
6,"[[[2928, 1224], [2928, 1290], [3323, 1290], [3323, 1224]]]",Rajat,53.png,2020-08-12 06:00:40,Device,False,48LC2M32B2,,False,180,
7,"[[[3336, 1313], [3336, 1388], [3502, 1388], [3502, 1313]]]",Rajat,53.png,2020-08-12 06:00:45,Device,False,0742,,False,180,
8,"[[[3427, 1213], [3427, 1299], [3508, 1299], [3508, 1213]]]",Rajat,53.png,2020-08-12 06:00:50,Device,False,MT,,False,180,
9,"[[[3453, 1133], [3453, 1195], [3505, 1195], [3505, 1133]]]",Rajat,53.png,2020-08-12 06:00:55,Device,False,P,,False,180,
10,"[[[2920, 1129], [2920, 1204], [3074, 1204], [3074, 1129]]]",Rajat,53.png,2020-08-12 06:01:02,Device,False,-6G,,False,180,
11,"[[[2833, 1118], [2833, 1262], [2875, 1262], [2875, 1118]]]",Rajat,53.png,2020-08-12 06:01:10,Device,False,??X8,,True,0,
