Instance ID,Vertices,Author,Source Image Filename,Timestamp,Class,Validated,Text,Logo,Defect,Orientation,Notes
0,"[[[926, 700], [926, 735], [950, 735], [950, 700]]]",djohnson,63.png,2020-08-09 16:24:51,Device,False,6800,,False,270,
1,"[[[1156, 703], [1156, 738], [1179, 738], [1179, 703]]]",djohnson,63.png,2020-08-09 16:25:23,Device,False,3300,,False,90,
2,"[[[1274, 708], [1274, 743], [1298, 743], [1298, 708]]]",djohnson,63.png,2020-08-09 16:25:52,Device,False,6800,,False,270,
3,"[[[1628, 733], [1628, 769], [1650, 769], [1650, 733]]]",djohnson,63.png,2020-08-09 16:26:12,Device,False,6800,,False,90,
4,"[[[1744, 734], [1744, 769], [1767, 769], [1767, 734]]]",djohnson,63.png,2020-08-09 16:26:27,Device,False,3300,,False,90,
5,"[[[1839, 738], [1839, 773], [1862, 773], [1862, 738]]]",djohnson,63.png,2020-08-09 16:26:47,Device,False,6800,,False,270,
6,"[[[1203, 1331], [1203, 1368], [1227, 1368], [1227, 1331]]]",djohnson,63.png,2020-08-09 16:27:21,Device,False,68R0,,False,270,
7,"[[[1332, 1404], [1332, 1438], [1357, 1438], [1357, 1404]]]",djohnson,63.png,2020-08-09 16:28:41,Device,False,4701,,False,270,
8,"[[[1332, 1536], [1332, 1572], [1356, 1572], [1356, 1536]]]",djohnson,63.png,2020-08-09 16:29:00,Device,False,30R0,,False,270,
9,"[[[1160, 1617], [1160, 1654], [1184, 1654], [1184, 1617]]]",djohnson,63.png,2020-08-09 16:29:27,Device,False,68R0,,False,90,
10,"[[[811, 2111], [811, 2147], [835, 2147], [835, 2111]]]",djohnson,63.png,2020-08-09 16:30:04,Device,False,1002,,False,90,
11,"[[[906, 2659], [906, 2693], [930, 2693], [930, 2659]]]",djohnson,63.png,2020-08-09 16:30:26,Device,False,4701,,False,90,
12,"[[[1055, 2584], [1055, 2619], [1080, 2619], [1080, 2584]]]",djohnson,63.png,2020-08-09 16:30:46,Device,False,4701,,False,90,
13,"[[[1199, 2729], [1199, 2764], [1223, 2764], [1223, 2729]]]",djohnson,63.png,2020-08-09 16:35:57,Device,False,4701,,False,90,
14,"[[[1332, 2714], [1332, 2738], [1368, 2738], [1368, 2714]]]",djohnson,63.png,2020-08-09 16:37:21,Device,False,4701,,False,0,
15,"[[[1534, 3006], [1534, 3040], [1557, 3040], [1557, 3006]]]",djohnson,63.png,2020-08-09 16:37:43,Device,False,4701,,False,270,
16,"[[[1643, 3018], [1643, 3052], [1667, 3052], [1667, 3018]]]",djohnson,63.png,2020-08-09 16:38:02,Device,False,4701,,False,90,
17,"[[[1786, 3038], [1786, 3073], [1811, 3073], [1811, 3038]]]",djohnson,63.png,2020-08-09 16:38:26,Device,False,4701,,False,90,
18,"[[[1622, 2688], [1622, 2724], [1648, 2724], [1648, 2688]]]",djohnson,63.png,2020-08-09 16:38:45,Device,False,30R0,,False,270,
19,"[[[1458, 2529], [1458, 2566], [1483, 2566], [1483, 2529]]]",djohnson,63.png,2020-08-09 16:39:44,Device,False,1002,,False,90,
20,"[[[1624, 2524], [1624, 2558], [1648, 2558], [1648, 2524]]]",djohnson,63.png,2020-08-09 16:40:02,Device,False,4701,,False,90,
21,"[[[1742, 2524], [1742, 2559], [1766, 2559], [1766, 2524]]]",djohnson,63.png,2020-08-09 16:40:25,Device,False,4701,,False,270,
22,"[[[1465, 2347], [1465, 2381], [1490, 2381], [1490, 2347]]]",djohnson,63.png,2020-08-09 16:40:57,Device,False,4701,,False,90,
23,"[[[1633, 2341], [1633, 2376], [1657, 2376], [1657, 2341]]]",djohnson,63.png,2020-08-09 16:41:16,Device,False,4701,,False,270,
24,"[[[1406, 2198], [1406, 2233], [1431, 2233], [1431, 2198]]]",djohnson,63.png,2020-08-09 16:41:45,Device,False,4701,,False,90,
25,"[[[1773, 2169], [1773, 2203], [1798, 2203], [1798, 2169]]]",djohnson,63.png,2020-08-09 16:42:06,Device,False,4701,,False,90,
26,"[[[1514, 2003], [1514, 2039], [1539, 2039], [1539, 2003]]]",djohnson,63.png,2020-08-09 16:42:24,Device,False,4701,,False,270,
27,"[[[2703, 618], [2703, 656], [2729, 656], [2729, 618]]]",djohnson,63.png,2020-08-09 16:43:36,Device,False,1502,,False,270,
28,"[[[2755, 963], [2755, 999], [2780, 999], [2780, 963]]]",djohnson,63.png,2020-08-09 16:44:41,Device,False,3001,,False,90,
29,"[[[2845, 963], [2845, 999], [2869, 999], [2869, 963]]]",djohnson,63.png,2020-08-09 16:44:57,Device,False,4302,,False,270,
30,"[[[4789, 975], [4789, 1011], [4814, 1011], [4814, 975]]]",djohnson,63.png,2020-08-09 16:45:30,Device,False,1001,,False,90,Orientation:Unsure
31,"[[[4806, 1133], [4806, 1168], [4832, 1168], [4832, 1133]]]",djohnson,63.png,2020-08-09 16:46:32,Device,False,3300,,False,90,
32,"[[[4899, 1133], [4899, 1169], [4924, 1169], [4924, 1133]]]",djohnson,63.png,2020-08-09 16:47:17,Device,False,3300,,False,90,
33,"[[[4013, 1031], [4013, 1066], [4038, 1066], [4038, 1031]]]",djohnson,63.png,2020-08-09 16:47:45,Device,False,10R0,,False,90,
34,"[[[5070, 1774], [5070, 1809], [5096, 1809], [5096, 1774]]]",djohnson,63.png,2020-08-09 16:48:17,Device,False,3300,,False,270,
35,"[[[4933, 1770], [4933, 1806], [4957, 1806], [4957, 1770]]]",djohnson,63.png,2020-08-09 16:48:36,Device,False,3300,,False,90,
36,"[[[3197, 982], [3197, 1018], [3222, 1018], [3222, 982]]]",djohnson,63.png,2020-08-09 16:49:21,Device,False,1002,,False,90,
37,"[[[3197, 1141], [3197, 1178], [3222, 1178], [3222, 1141]]]",djohnson,63.png,2020-08-09 16:49:36,Device,False,1002,,False,270,
38,"[[[2959, 1152], [2959, 1189], [2985, 1189], [2985, 1152]]]",djohnson,63.png,2020-08-09 16:49:54,Device,False,1002,,False,270,
39,"[[[2725, 1147], [2725, 1182], [2750, 1182], [2750, 1147]]]",djohnson,63.png,2020-08-09 16:50:11,Device,False,1502,,False,270,
40,"[[[2548, 1149], [2548, 1185], [2573, 1185], [2573, 1149]]]",djohnson,63.png,2020-08-09 16:50:34,Device,False,3001,,False,90,
41,"[[[2838, 1334], [2838, 1371], [2863, 1371], [2863, 1334]]]",djohnson,63.png,2020-08-09 16:50:57,Device,False,4302,,False,270,
42,"[[[2626, 1337], [2626, 1372], [2652, 1372], [2652, 1337]]]",djohnson,63.png,2020-08-09 16:51:28,Device,False,5101,,False,90,
43,"[[[3448, 1385], [3448, 1421], [3474, 1421], [3474, 1385]]]",djohnson,63.png,2020-08-09 16:51:51,Device,False,1003,,False,270,
44,"[[[2379, 3005], [2379, 3042], [2404, 3042], [2404, 3005]]]",djohnson,63.png,2020-08-09 16:52:36,Device,False,1002,,False,90,
45,"[[[2752, 3157], [2752, 3194], [2778, 3194], [2778, 3157]]]",djohnson,63.png,2020-08-09 16:52:57,Device,False,1002,,False,270,
