Instance ID,Vertices,Author,Source Image Filename,Timestamp,Class,Validated,Text,Logo,Defect,Orientation,Notes
0,"[[[616, 426], [616, 497], [669, 497], [669, 426]]]",spandurangi,50.png,2020-08-06 00:23:48,Board,False,D2,,False,270,
1,"[[[704, 432], [704, 494], [763, 494], [763, 432]]]",spandurangi,50.png,2020-08-06 00:23:50,Board,False,D1,,False,270,
2,"[[[921, 416], [921, 482], [972, 482], [972, 416]]]",spandurangi,50.png,2020-08-06 00:24:23,Board,False,D5,,False,270,
3,"[[[1013, 417], [1013, 481], [1062, 481], [1062, 417]]]",spandurangi,50.png,2020-08-06 00:24:25,Board,False,D3,,False,270,
4,"[[[1097, 426], [1097, 489], [1151, 489], [1151, 426]]]",spandurangi,50.png,2020-08-06 00:24:27,Board,False,D4,,False,270,
5,"[[[818, 755], [818, 820], [864, 820], [864, 755]]]",spandurangi,50.png,2020-08-06 00:46:19,Board,False,R5,,False,270,
6,"[[[600, 755], [600, 821], [649, 821], [649, 755]]]",spandurangi,50.png,2020-08-06 00:46:22,Board,False,R3,,False,270,
7,"[[[853, 826], [853, 872], [908, 872], [908, 826]]]",spandurangi,50.png,2020-08-06 00:46:31,Board,False,C9,,False,180,
8,"[[[835, 878], [835, 923], [911, 923], [911, 878]]]",spandurangi,50.png,2020-08-06 00:46:33,Board,False,R17,,False,180,
9,"[[[1163, 829], [1163, 873], [1218, 873], [1218, 829]]]",spandurangi,50.png,2020-08-06 00:46:38,Board,False,C8,,False,180,
10,"[[[1159, 875], [1159, 923], [1228, 923], [1228, 875]]]",spandurangi,50.png,2020-08-06 00:46:45,Board,False,R15,,False,180,
11,"[[[1209, 931], [1209, 997], [1251, 997], [1251, 931]]]",spandurangi,50.png,2020-08-06 00:46:48,Board,False,R11,,False,270,
12,"[[[1284, 938], [1284, 998], [1327, 998], [1327, 938]]]",spandurangi,50.png,2020-08-06 00:46:51,Board,False,R2,,False,270,
13,"[[[1366, 940], [1366, 1013], [1409, 1013], [1409, 940]]]",spandurangi,50.png,2020-08-06 00:46:55,Board,False,R12,,False,270,
