Instance ID,Vertices,Author,Source Image Filename,Timestamp,Class,Validated,Text,Logo,Defect,Orientation,Notes
0,"[[[1558, 746], [1558, 989], [1803, 989], [1803, 746]]]",spandurangi,52.png,2020-08-09 06:34:04,Board,True,,Texas Instruments Inc,False,90,
1,"[[[1943, 266], [1943, 393], [2005, 393], [2005, 266]]]",spandurangi,52.png,2020-08-09 06:36:14,Board,False,P1.1,,False,90,
2,"[[[2037, 248], [2037, 393], [2093, 393], [2093, 248]]]",spandurangi,52.png,2020-08-09 06:36:16,Board,False,P2.2,,False,90,
3,"[[[2130, 245], [2130, 391], [2188, 391], [2188, 245]]]",spandurangi,52.png,2020-08-09 06:36:19,Board,False,P3.2,,False,90,
4,"[[[2220, 277], [2220, 398], [2279, 398], [2279, 277]]]",spandurangi,52.png,2020-08-09 06:36:20,Board,False,RST,,False,90,
5,"[[[2318, 246], [2318, 400], [2372, 400], [2372, 246]]]",spandurangi,52.png,2020-08-09 06:36:23,Board,False,P2.6,,False,90,
6,"[[[2408, 243], [2408, 404], [2467, 404], [2467, 243]]]",spandurangi,52.png,2020-08-09 06:36:33,Board,False,P2.5,,False,90,
7,"[[[2504, 266], [2504, 400], [2563, 400], [2563, 266]]]",spandurangi,52.png,2020-08-09 06:36:36,Board,False,P3.1,,False,90,
8,"[[[2594, 262], [2594, 406], [2655, 406], [2655, 262]]]",spandurangi,52.png,2020-08-09 06:36:40,Board,False,P2.1,,False,90,
9,"[[[2685, 250], [2685, 409], [2746, 409], [2746, 250]]]",spandurangi,52.png,2020-08-09 06:36:45,Board,False,P2.0,,False,90,
10,"[[[2769, 428], [2769, 483], [2813, 483], [2813, 428]]]",spandurangi,52.png,2020-08-09 06:42:21,Board,False,11,,False,90,
11,"[[[3137, 432], [3137, 488], [3175, 488], [3175, 432]]]",spandurangi,52.png,2020-08-09 06:42:37,Board,False,J5,,False,90,
12,"[[[1775, 409], [1775, 472], [1818, 472], [1818, 409]]]",spandurangi,52.png,2020-08-09 06:45:43,Board,False,20,,False,90,
13,"[[[1769, 326], [1769, 400], [1817, 400], [1817, 326]]]",spandurangi,52.png,2020-08-09 06:45:56,Device,False,J2,,False,90,
14,"[[[1617, 350], [1617, 500], [1674, 500], [1674, 350]]]",spandurangi,52.png,2020-08-09 06:46:08,Board,False,P2.7,,False,90,
15,"[[[1472, 302], [1472, 363], [1511, 363], [1511, 302]]]",spandurangi,52.png,2020-08-09 06:46:20,Board,False,S2,,False,90,
16,"[[[2875, 550], [2875, 676], [2920, 676], [2920, 550]]]",spandurangi,52.png,2020-08-09 06:46:50,Board,False,GND,,False,90,
17,"[[[2968, 551], [2968, 678], [3013, 678], [3013, 551]]]",spandurangi,52.png,2020-08-09 06:46:56,Board,False,GND,,False,90,
18,"[[[3059, 564], [3059, 675], [3110, 675], [3110, 564]]]",spandurangi,52.png,2020-08-09 06:46:59,Board,False,3V3,,False,90,
19,"[[[3084, 808], [3084, 924], [3124, 924], [3124, 808]]]",spandurangi,52.png,2020-08-09 06:47:42,Board,False,LED2,,False,90,
20,"[[[2935, 826], [2935, 884], [2968, 884], [2968, 826]]]",spandurangi,52.png,2020-08-09 06:47:47,Board,False,R7,,False,90,
21,"[[[2756, 773], [2756, 816], [2831, 816], [2831, 773]]]",spandurangi,52.png,2020-08-09 06:47:50,Board,False,J11,,False,180,
22,"[[[2889, 993], [2889, 1033], [2952, 1033], [2952, 993]]]",spandurangi,52.png,2020-08-09 06:47:53,Device,False,220,,False,180,
23,"[[[3021, 987], [3021, 1053], [3060, 1053], [3060, 987]]]",spandurangi,52.png,2020-08-09 06:48:00,Board,False,R8,,False,90,
24,"[[[2654, 809], [2651, 812], [2650, 812], [2644, 818], [2643, 818], [2638, 823], [2637, 823], [2631, 829], [2630, 829], [2624, 835], [2623, 835], [2618, 840], [2617, 840], [2614, 843], [2617, 846], [2617, 847], [2624, 854], [2624, 855], [2631, 862], [2631, 863], [2638, 870], [2638, 871], [2645, 878], [2645, 879], [2652, 886], [2652, 887], [2659, 894], [2659, 895], [2666, 902], [2666, 903], [2673, 910], [2673, 911], [2680, 918], [2680, 919], [2687, 926], [2687, 927], [2694, 934], [2694, 935], [2697, 938], [2698, 937], [2699, 937], [2700, 936], [2701, 936], [2707, 930], [2707, 929], [2718, 918], [2718, 917], [2729, 906], [2729, 905], [2735, 899], [2727, 891], [2727, 890], [2710, 873], [2710, 872], [2693, 855], [2693, 854], [2677, 838], [2677, 837], [2660, 820], [2660, 819], [2652, 811]]]",spandurangi,52.png,2020-08-09 06:50:26,Board,False,P1.1,,False,135,
25,"[[[2540, 1117], [2540, 1217], [2590, 1217], [2590, 1117]]]",spandurangi,52.png,2020-08-09 06:50:55,Board,False,Cap,,False,90,
26,"[[[2748, 1250], [2748, 1343], [2788, 1343], [2788, 1250]]]",spandurangi,52.png,2020-08-09 06:51:10,Board,False,DNP,,False,90,
27,"[[[3070, 1114], [3070, 1146], [3110, 1146], [3110, 1114]]]",spandurangi,52.png,2020-08-09 06:52:12,Board,False,3,,False,90,
28,"[[[3121, 1108], [3121, 1284], [3172, 1284], [3172, 1108]]]",spandurangi,52.png,2020-08-09 06:52:18,Board,False,Charge,,False,90,
29,"[[[3119, 1332], [3119, 1423], [3159, 1423], [3159, 1332]]]",spandurangi,52.png,2020-08-09 06:52:22,Board,False,Use,,False,90,
30,"[[[2977, 1277], [2977, 1316], [3009, 1316], [3009, 1277]]]",spandurangi,52.png,2020-08-09 06:54:16,Board,False,+,,False,90,
31,"[[[3002, 1445], [3002, 1505], [3047, 1505], [3047, 1445]]]",spandurangi,52.png,2020-08-09 06:54:19,Board,False,J4,,False,90,
32,"[[[3069, 1450], [3069, 1474], [3110, 1474], [3110, 1450]]]",spandurangi,52.png,2020-08-09 06:54:21,Board,False,1,,False,90,
33,"[[[2748, 1493], [2748, 1551], [2787, 1551], [2787, 1493]]]",spandurangi,52.png,2020-08-09 06:54:31,Board,False,C6,,False,90,
34,"[[[2539, 1361], [2539, 1511], [2585, 1511], [2585, 1361]]]",spandurangi,52.png,2020-08-09 06:54:34,Board,False,Super,,False,90,
35,"[[[2326, 1378], [2326, 1491], [2367, 1491], [2367, 1378]]]",spandurangi,52.png,2020-08-09 06:54:37,Board,False,MSP1,,False,90,
36,"[[[2372, 1062], [2372, 1520], [2428, 1520], [2428, 1062]]]",spandurangi,52.png,2020-08-09 06:54:52,Board,False,MSP430FR2433,,False,90,
37,"[[[1874, 774], [1874, 956], [1921, 956], [1921, 774]]]",spandurangi,52.png,2020-08-09 06:57:07,Board,False,Crystal,,False,90,
38,"[[[1947, 741], [1947, 985], [1992, 985], [1992, 741]]]",spandurangi,52.png,2020-08-09 06:57:15,Board,False,Resistors,,False,90,
39,"[[[1910, 746], [1910, 987], [1955, 987], [1955, 746]]]",spandurangi,52.png,2020-08-09 06:57:23,Board,False,Selection,,False,90,
40,"[[[2011, 715], [2011, 755], [2040, 755], [2040, 715]]]",spandurangi,52.png,2020-08-09 06:57:36,Board,False,R2,,False,90,
41,"[[[2011, 759], [2011, 798], [2038, 798], [2038, 759]]]",spandurangi,52.png,2020-08-09 06:57:40,Board,False,R3,,False,90,
42,"[[[2096, 677], [2096, 754], [2124, 754], [2124, 677]]]",spandurangi,52.png,2020-08-09 06:57:43,Board,False,XOUT,,False,90,
43,"[[[2095, 761], [2095, 819], [2121, 819], [2121, 761]]]",spandurangi,52.png,2020-08-09 06:57:45,Board,False,XIN,,False,90,
44,"[[[2127, 671], [2127, 859], [2174, 859], [2174, 671]]]",spandurangi,52.png,2020-08-09 06:57:50,Board,False,Crystal,,False,90,
45,"[[[2183, 859], [2183, 1089], [2228, 1089], [2228, 859]]]",spandurangi,52.png,2020-08-09 06:57:58,Board,False,(Default),,False,90,
46,"[[[2007, 902], [2007, 945], [2038, 945], [2038, 902]]]",spandurangi,52.png,2020-08-09 06:58:03,Board,False,R4,,False,90,
47,"[[[2006, 998], [2006, 1042], [2036, 1042], [2036, 998]]]",spandurangi,52.png,2020-08-09 06:58:05,Board,False,R5,,False,90,
