Instance ID,Vertices,Author,Source Image Filename,Timestamp,Class,Validated,Text,Logo,Defect,Orientation,Notes
0,"[[[1219, 254], [1219, 376], [1266, 376], [1266, 254]]]",mvutukuru,54.png,2020-08-07 15:06:14,Board,False,J502,,False,90,
1,"[[[1595, 168], [1595, 214], [1715, 214], [1715, 168]]]",mvutukuru,54.png,2020-08-07 15:07:04,Board,False,U510,,False,270,
2,"[[[1943, 680], [1943, 698], [1973, 698], [1973, 680]]]",mvutukuru,54.png,2020-08-07 15:08:58,Device,False,P,,False,270,
3,"[[[1970, 781], [1970, 813], [2054, 813], [2054, 781]]]",mvutukuru,54.png,2020-08-07 15:10:10,Device,False,D684?,,False,180,
4,"[[[2106, 753], [2106, 779], [2149, 779], [2149, 753]]]",mvutukuru,54.png,2020-08-07 15:12:02,Device,False,2R2,,False,0,
5,"[[[2108, 819], [2108, 843], [2151, 843], [2151, 819]]]",mvutukuru,54.png,2020-08-07 15:12:37,Device,False,2R2,,False,180,
6,"[[[1505, 1142], [1505, 1172], [1591, 1172], [1591, 1142]]]",mvutukuru,54.png,2020-08-07 15:13:33,Device,False,D6843,,False,180,
7,"[[[1512, 1262], [1512, 1304], [1538, 1304], [1538, 1262]]]",mvutukuru,54.png,2020-08-07 15:14:48,Device,False,2R2,,False,270,
8,"[[[1571, 1259], [1571, 1302], [1598, 1302], [1598, 1259]]]",mvutukuru,54.png,2020-08-07 15:21:39,Device,False,2R2,,False,270,
9,"[[[1522, 1920], [1522, 1960], [1548, 1960], [1548, 1920]]]",mvutukuru,54.png,2020-08-07 15:23:59,Device,False,2R2,,False,90,
10,"[[[1585, 1917], [1585, 1959], [1611, 1959], [1611, 1917]]]",mvutukuru,54.png,2020-08-07 15:26:13,Device,False,2R2,,False,90,
11,"[[[1520, 2045], [1520, 2075], [1602, 2075], [1602, 2045]]]",mvutukuru,54.png,2020-08-07 18:15:54,Device,False,D684?,,False,0,
12,"[[[1541, 2158], [1541, 2175], [1573, 2175], [1573, 2158]]]",mvutukuru,54.png,2020-08-07 18:17:00,Device,False,P,,False,90,
