Instance ID,Vertices,Author,Source Image Filename,Timestamp,Class,Validated,Text,Logo,Defect,Orientation,Notes
0,"[[[733, 650], [733, 692], [788, 692], [788, 650]]]",mert.canatan,49.png,8/7/2020 13:03,Board,FALSE,J1,,FALSE,0,
1,"[[[897, 812], [897, 861], [986, 861], [986, 812]]]",mert.canatan,49.png,8/7/2020 13:04,Board,FALSE,R15,,FALSE,0,
2,"[[[913, 886], [913, 901], [927, 901], [927, 886]]]",mert.canatan,49.png,8/7/2020 13:04,Device,FALSE,o,,FALSE,0,
3,"[[[822, 1109], [822, 1157], [872, 1157], [872, 1109]]]",mert.canatan,49.png,8/7/2020 13:05,Board,FALSE,F2,,FALSE,0,
4,"[[[930, 1160], [930, 1182], [961, 1182], [961, 1160]]]",mert.canatan,49.png,8/7/2020 13:05,Device,FALSE,101,,FALSE,0,
5,"[[[930, 1213], [930, 1236], [960, 1236], [960, 1213]]]",mert.canatan,49.png,8/7/2020 13:06,Device,FALSE,103,,FALSE,0,
6,"[[[927, 1269], [927, 1291], [959, 1291], [959, 1269]]]",mert.canatan,49.png,8/7/2020 13:06,Device,FALSE,103,,FALSE,180,
7,"[[[1009, 1394], [1009, 1434], [1063, 1434], [1063, 1394]]]",mert.canatan,49.png,8/7/2020 13:06,Board,FALSE,Q6,,FALSE,0,
8,"[[[1127, 1381], [1127, 1466], [1174, 1466], [1174, 1381]]]",mert.canatan,49.png,8/7/2020 13:06,Board,FALSE,CN1,,FALSE,90,
9,"[[[1071, 1525], [1071, 1613], [1114, 1613], [1114, 1525]]]",mert.canatan,49.png,8/7/2020 13:07,Board,FALSE,CN2,,FALSE,90,
10,"[[[1059, 1700], [1059, 1788], [1102, 1788], [1102, 1700]]]",mert.canatan,49.png,8/7/2020 13:08,Board,FALSE,CN3,,FALSE,90,
11,"[[[1122, 1783], [1122, 1886], [1239, 1886], [1239, 1783]]]",mert.canatan,49.png,8/7/2020 13:08,Board,FALSE,7,,FALSE,0,
12,"[[[1002, 1875], [1002, 1962], [1045, 1962], [1045, 1875]]]",mert.canatan,49.png,8/7/2020 13:09,Board,FALSE,CN4,,FALSE,90,
13,"[[[1165, 2067], [1165, 2087], [1183, 2087], [1183, 2067]]]",mert.canatan,49.png,8/7/2020 13:10,Device,FALSE,o,,FALSE,90,Orientation:Unsure
14,"[[[1202, 2027], [1202, 2113], [1244, 2113], [1244, 2027]]]",mert.canatan,49.png,8/7/2020 13:11,Board,FALSE,R64,,FALSE,90,
15,"[[[925, 2179], [925, 2228], [981, 2228], [981, 2179]]]",mert.canatan,49.png,8/7/2020 13:12,Board,FALSE,J2,,FALSE,0,
16,"[[[741, 2850], [741, 2898], [845, 2898], [845, 2850]]]",mert.canatan,49.png,8/7/2020 13:12,Board,FALSE,R107,,FALSE,0,
17,"[[[680, 2890], [680, 2908], [705, 2908], [705, 2890]]]",mert.canatan,49.png,8/7/2020 13:12,Device,FALSE,o,,FALSE,0,
18,"[[[1066, 823], [1066, 863], [1127, 863], [1127, 823]]]",mert.canatan,49.png,8/7/2020 13:15,Board,FALSE,C9,,FALSE,0,
19,"[[[1179, 714], [1179, 751], [1232, 751], [1232, 714]]]",mert.canatan,49.png,8/7/2020 13:15,Board,FALSE,R1,,FALSE,0,
20,"[[[1181, 751], [1181, 787], [1234, 787], [1234, 751]]]",mert.canatan,49.png,8/7/2020 13:16,Board,FALSE,R8,,FALSE,0,
21,"[[[1313, 684], [1313, 708], [1314, 709], [1314, 710], [1347, 710], [1347, 684]]]",mert.canatan,49.png,8/7/2020 13:16,Device,FALSE,8.2,,FALSE,0,
22,"[[[1311, 742], [1311, 762], [1343, 762], [1343, 742]]]",mert.canatan,49.png,8/7/2020 13:17,Device,FALSE,103,,FALSE,0,
23,"[[[1302, 824], [1302, 873], [1332, 873], [1332, 824]]]",mert.canatan,49.png,8/7/2020 13:17,Device,FALSE,820,,FALSE,270,
24,"[[[1280, 922], [1280, 946], [1313, 946], [1313, 922]]]",mert.canatan,49.png,8/7/2020 13:17,Device,FALSE,330,,FALSE,0,
